lr,hidden_size,hidden_layer,batch_size,optim,criterion,Test_RMSE,Test_MAE,Test_R2,slope,int,Test_rmselow
0.001,16,2,8,SGD,MSE,1.9392759640375654,1.6553560813110786,-1.3549021164177955,0.33178605253555704,1.36912319465032,1.1441697755225115
0.001,16,2,8,SGD,L1,2.178304122725186,1.9040160056243134,-1.9711915922413707,0.21873056829474158,1.4909223617882514,1.0733666801625847
0.001,16,2,16,Adam,MSE,2.172348000881181,1.8040711851427462,-1.9549655888374309,0.44423082598472513,0.9190369294067958,1.131693267098373
0.001,16,2,16,Adam,L1,2.0627430819611314,1.6805324880949566,-1.6643048114793668,0.42583445615196924,0.9402516882058893,0.9999528645525023
0.001,16,2,16,SGD,MSE,2.358088515998358,2.0492631092785447,-2.4818803017233972,0.28139723420095936,1.1169635425981383,1.2486926126944007
0.001,16,2,16,SGD,L1,2.1477748485439623,1.8535848869888132,-1.8884917744020258,0.42532293632054247,0.6327664317292163,1.1048659175414521
0.001,16,3,4,Adam,MSE,1.8784058501363505,1.4476469567412744,-1.2093905639803215,0.5014263089426787,1.405638658290308,1.5955728195775525
0.001,16,3,4,Adam,L1,1.915158595659707,1.5644594005040395,-1.2966939090943672,0.41676300541815087,1.107566306861271,0.9918185003584704
0.001,16,3,4,SGD,MSE,2.1605155630071415,1.8149300369682528,-1.922862791481999,0.5071972077650299,1.562011463903905,2.0287035812259004
0.001,16,3,4,SGD,L1,1.9761336682752944,1.6358197574089128,-1.4452668799000916,0.4994671236274446,1.0507424177107156,1.3306144308041612
0.001,16,3,8,Adam,MSE,2.119858802077746,1.80342130442895,-1.813892487847656,0.3336543652220441,1.5319100491044122,1.3926978720981191
0.001,16,3,8,Adam,L1,2.310442795325334,1.8793990690275038,-2.3425973997357605,0.23110555676707298,1.6228585131436013,1.1168444343991224
0.001,16,3,8,SGD,MSE,2.2253253378085636,1.7911240564442528,-2.100849272335816,0.39160684894305403,1.1538993206599548,1.2179785113096406
0.001,16,3,8,SGD,L1,2.1729182744397546,1.8287988483593878,-1.9565172370338324,0.3539336425351862,1.1687266902414155,1.0972158825371432
0.001,16,3,16,Adam,MSE,2.2489772110817134,1.7975322484220273,-2.167114321018762,0.3456574242884863,1.533455787923024,1.7388669107571668
0.001,16,3,16,Adam,L1,2.0153528195046055,1.6728589157794234,-1.5432895401089204,0.27615704537838714,1.8713657733590654,1.2999750128813794
0.001,16,3,16,SGD,MSE,2.1789927241559606,1.9244881020147693,-1.9730703842280124,0.3106537855700861,1.119536613816715,1.2580257074978236
0.001,16,3,16,SGD,L1,2.464496504614834,2.160360163936373,-2.8032076998308075,0.10080745575050537,1.708584948166857,1.148590926955584
0.001,32,1,4,Adam,MSE,2.1614248081207545,1.852208445566193,-1.9253234614968817,0.3468366497677326,0.9934992906215195,1.3658813735821695
0.001,32,1,4,Adam,L1,1.9201148588998624,1.6572127062794473,-1.308596577366139,0.27997249299292215,1.5774850896491635,1.2851498291934949
0.001,32,1,4,SGD,MSE,2.5086900158044267,2.1340556095943435,-2.940829389672627,0.1420309006077536,1.7661701893465698,1.5022372107348245
0.001,32,1,4,SGD,L1,2.4829727240777935,2.1736371493589934,-2.860446410768549,0.15847456149724795,1.5484082041324239,1.3427422167990657
0.001,32,1,8,Adam,MSE,2.0646517655400656,1.6262000638572078,-1.669237725948581,0.4038331568401184,1.3724796110627497,1.3964902489517719
0.001,32,1,8,Adam,L1,1.948281680868972,1.6909296484659448,-1.3768245498308573,0.2737221637221211,1.4555977972258334,0.9451177808147944
0.001,32,1,8,SGD,MSE,2.5700345999176744,2.2536935966332736,-3.135914678856521,0.2494020891643214,1.0298570221985888,1.4665814939902704
0.001,32,1,8,SGD,L1,1.8408262745816917,1.5933026128582966,-1.121872281618486,0.41474202230836904,1.0869037034354512,1.2054520802243105
0.001,32,1,16,Adam,MSE,2.039267178776178,1.7312355235044194,-1.604005454246781,0.3801490029258638,1.6580574418476353,2.154055111597165
0.001,32,1,16,Adam,L1,2.37795402214544,2.0375754907561214,-2.5407929925940755,0.16145238445286186,1.8176853516520435,1.3902039547648817
0.001,32,1,16,SGD,MSE,2.109417741228958,1.8208967927778454,-1.786241901768634,0.48741731099490054,0.4730313582336568,1.444607914872115
0.001,32,1,16,SGD,L1,1.5990825469622802,1.3621101615332987,-0.6011624516383276,0.4482816036336194,1.2174444708142182,1.059414185656554
0.001,32,2,4,Adam,MSE,2.1181144335007898,1.7311804083504312,-1.8092634567867711,0.2824299361089588,2.30799592923382,1.8631158536347558
0.001,32,2,4,Adam,L1,1.9618603716181553,1.6195515587943237,-1.4100709067782962,0.5606836398487339,0.782594127396317,0.8937461979113155
0.001,32,2,4,SGD,MSE,2.1993781943755195,1.7372315769075524,-2.028959458300947,0.6046235382311335,0.5477146294710038,1.4146765623464368
0.001,32,2,4,SGD,L1,1.8772409059399056,1.568301442653742,-1.2066509871162743,0.5459279360266537,0.7005251205807905,1.2010029505896596
0.001,32,2,8,Adam,MSE,2.1548981570896664,1.5676594934929724,-1.9076834868806984,0.42286800633205945,1.7742673305306425,1.822997273548862
0.001,32,2,8,Adam,L1,2.260052120577002,1.8471471542351978,-2.198383528692348,0.30454938401422305,1.94726324429303,1.6624323864133022
0.001,32,2,8,SGD,MSE,2.10583703770264,1.764724746853148,-1.7767907263500646,0.36790140446405517,1.0372987152711126,1.0628470546738205
0.001,32,2,8,SGD,L1,2.2660064807998848,1.9765299468451303,-2.21525872789093,0.1404914214833493,1.872989655219537,1.1594418778969096
0.001,32,2,16,Adam,MSE,2.54011719602256,2.1675018383335,-3.0401839564693667,0.27869405793821905,1.2694250689292934,1.4959118554914443
0.001,32,2,16,Adam,L1,2.1889916120140467,1.783551864868199,-2.000418436446663,0.14903270869708096,3.0486016210222013,2.3211901214108863
0.001,32,2,16,SGD,MSE,2.19792399372007,1.8774836830816959,-2.0249553641707303,0.25634361449993814,1.4549241436320781,1.1883564916883933
0.001,32,2,16,SGD,L1,2.2587415720316044,1.960484029627599,-2.194675276542304,0.1990804626653726,1.5122744478521186,1.0864568142156366
0.001,32,3,4,Adam,MSE,1.8806195490090907,1.543689663352741,-1.2146011603753553,0.409535153951288,1.7986453966915412,1.817634384372768
0.001,32,3,4,Adam,L1,2.1489207471559126,1.8257821601879651,-1.8915747806908594,0.4102583037507005,1.6640184667965823,1.7512248140272224
0.001,32,3,4,SGD,MSE,2.1318677036749647,1.7359013327019293,-1.845863930783202,0.3592877849526945,2.1892916333963943,2.0396838963544415
0.001,32,3,4,SGD,L1,1.9264692025762706,1.5834695104333578,-1.323901796724039,0.5121315762823233,1.0664553654198494,1.1287522790140696
0.001,32,3,8,Adam,MSE,2.1974318520591343,1.8693806301225393,-2.0236008679354036,0.3164932925785585,1.9179357550483966,1.1670720625662334
0.001,32,3,8,Adam,L1,2.0836313851356376,1.7840028140022082,-1.718538021947357,0.6220066610277332,1.1301794136606822,1.7266072145285554
0.001,32,3,8,SGD,MSE,2.4793418958177136,2.1136909453385164,-2.8491644747223335,0.2542542501712826,2.031245079199221,1.9954063763725398
0.001,32,3,8,SGD,L1,1.8898532076804648,1.5586544818423815,-1.2364014997381152,0.515822031306997,0.992277196474307,1.1976187632507236
0.001,32,3,16,Adam,MSE,2.1295233798910225,1.8023002172081393,-1.839608422304822,0.4917855539117331,1.3148478780556179,1.380438469404211
0.001,32,3,16,Adam,L1,2.0738348447171484,1.6553164666559685,-1.6930347973586901,0.27653518859518056,2.0648972545119477,1.5098531866365863
0.001,32,3,16,SGD,MSE,2.1036718895061286,1.7868986097703217,-1.7710836630044375,0.43829504114876855,1.147870502939859,1.4374250735670546
0.001,32,3,16,SGD,L1,2.360899586750662,2.046537638162965,-2.490186729429053,0.19555205538114212,1.6084488084499768,1.3500917600069016
0.0001,8,1,4,Adam,MSE,1.0875595431941707,0.8471208465802778,0.2593726975425662,0.5441110406532347,2.1315949339157925,1.3366604217068334
0.0001,8,1,4,Adam,L1,0.9782625793334498,0.76982516468961,0.4007548705617132,0.5870171712505341,1.8456706543186316,1.1237293457329578
0.0001,8,1,4,SGD,MSE,1.1901207099148527,0.9337675268534826,0.1130979558567412,0.4735896843769288,1.7136270120790633,0.9418324173808209
0.0001,8,1,4,SGD,L1,1.2263729961271082,0.9607053012531507,0.05824314789599361,0.40824875764954827,2.156142647888183,1.262702048386591
0.0001,8,1,8,Adam,MSE,1.0466258710496048,0.8158891374282343,0.31407511063495563,0.51223668076027,2.129117936809136,1.2694132128028386
0.0001,8,1,8,Adam,L1,0.9317445621606323,0.7420555033437469,0.4563900914066773,0.5549302630219046,1.8415215189480527,1.062340885595251
0.0001,8,1,8,SGD,MSE,1.199102436741075,0.9503337892541299,0.09966071238741903,0.4237414471158305,1.8810522351268892,0.975098869183985
0.0001,8,1,8,SGD,L1,1.1967036284628783,0.9235984601955262,0.10325937249427808,0.40462585236028487,2.629348759395218,1.6086062953948075
0.0001,8,1,16,Adam,MSE,0.9817514017927546,0.7755469381475117,0.3964730183917926,0.49014135396890124,2.088569763300968,1.1641164821129004
0.0001,8,1,16,Adam,L1,0.9818130879186159,0.7764105262737122,0.3963971735070535,0.5024545629044286,2.1877150496146585,1.262028311252931
0.0001,8,1,16,SGD,MSE,1.1454735410946502,0.896888264834083,0.17839371157049821,0.39293197410799524,2.2686336487450927,1.216246014653898
0.0001,8,1,16,SGD,L1,1.17821926884579,0.9084737944493773,0.13074765176620817,0.39573059898194785,2.798750335793184,1.7139757657867767
0.0001,8,2,4,Adam,MSE,1.7653762491539402,1.457143269032112,-0.9514983544911522,0.5997186992269287,0.4567157729429503,1.1777887502082796
0.0001,8,2,4,Adam,L1,1.9390915555192016,1.685299735592064,-1.3544542757073028,0.2505383687195913,2.2216435316371546,1.5389850952005315
0.0001,8,2,4,SGD,MSE,1.4394436335605774,1.1751150831408075,-0.297427076174001,0.5580723802157532,0.959336729116054,0.9640598137836468
0.0001,8,2,4,SGD,L1,1.4548554672052596,1.2172788909367787,-0.3253583892559748,0.5218489063868815,1.0449819091657508,0.9823767881510405
0.0001,8,2,8,Adam,MSE,1.8963669140148343,1.5861766664998496,-1.2518443572598486,0.5285592426352,0.6223716937154645,1.242316241672339
0.0001,8,2,8,Adam,L1,1.784489899987366,1.5317744183984223,-0.9939846882606642,0.3926732278263887,1.6159709591389608,1.3418406281360395
0.0001,8,2,8,SGD,MSE,1.6244272146355332,1.3597762358778982,-0.6523199408428992,0.4965625187274127,0.8677101384893984,1.0079594937318186
0.0001,8,2,8,SGD,L1,1.218671044659331,0.9495137216055125,0.07003497477282683,0.47872111600479167,1.877910039150491,1.2134610388895173
0.0001,8,2,16,Adam,MSE,1.767890990282482,1.4854855205714486,-0.9570620506165921,0.48196013009076916,0.8976210965762292,1.1026278910237117
0.0001,8,2,16,Adam,L1,2.002265004483809,1.766977591753304,-1.5103642658763188,0.35147294752021396,1.4131675999228173,1.4213220727612115
0.0001,8,2,16,SGD,MSE,1.3632473049871057,1.1081851561920746,-0.16370506927169948,0.4802708112616118,1.2643983801239969,0.8150893444270487
0.0001,8,2,16,SGD,L1,1.2394335703933983,0.9602053065504229,0.03807737330555805,0.4095037012002067,2.799591911605008,1.7667118725679825
0.0001,8,3,4,Adam,MSE,1.4967773105632012,1.2402595477864466,-0.4028395870608634,0.5002133525061533,0.9178839449639037,0.8237908106451459
0.0001,8,3,4,Adam,L1,1.802787492100741,1.5530829999575855,-1.035085701955743,0.33932407402725984,1.6699904968433128,1.1297214583322843
0.0001,8,3,4,SGD,MSE,2.1346146366892857,1.8413330645375312,-1.8532025043448015,0.24118840301132902,1.5959838764773047,1.1106919831706445
0.0001,8,3,4,SGD,L1,1.8323763825467674,1.5658979378832851,-1.1024370518052127,0.48049463091821115,0.7672284954142317,0.9490060309172438
0.0001,8,3,8,Adam,MSE,1.5713153338883392,1.3050531687057283,-0.5460385825709295,0.5400032691632141,0.8332438918825575,0.879398932794014
0.0001,8,3,8,Adam,L1,1.8741901673731098,1.606352852287592,-1.1994846770607137,0.5073688725030581,0.6831922987446334,1.2352768671084402
0.0001,8,3,8,SGD,MSE,1.9073509361006504,1.6547159713532171,-1.2780058983147216,0.37778982598128175,1.1786778756080594,1.142744838612484
0.0001,8,3,8,SGD,L1,1.4614150723429848,1.188875411833257,-0.3373367982733173,0.48119446125988274,1.3023378921586002,0.9475650207026813
0.0001,8,3,16,Adam,MSE,1.8008182547035845,1.5250632357567955,-1.0306421631613736,0.5010490837454212,0.7392016321353209,1.0676896873930914
0.0001,8,3,16,Adam,L1,2.1782912751779557,1.8804315348610217,-1.9711565444155483,0.21614359538677952,1.7162737824593135,1.164681508774696
0.0001,8,3,16,SGD,MSE,1.4806962584495502,1.2218952746578942,-0.3728579042769329,0.5767976975465235,0.7776808273570583,1.0051860184042536
0.0001,8,3,16,SGD,L1,1.253802523956431,0.9754757196795492,0.015644640820163813,0.46783463501938205,2.468742781689046,1.637625262703175
0.0001,16,1,4,Adam,MSE,1.710031295363551,1.4676473747701975,-0.8310565095921019,0.4371201113519888,0.9855991819586921,0.9721196164068516
0.0001,16,1,4,Adam,L1,1.9188339710510076,1.6865239520255855,-1.3055175251094253,0.31327004819129695,1.5704299273021376,1.3095641330505976
0.0001,16,1,4,SGD,MSE,1.295100199961654,1.0705020651633932,-0.05026857559561426,0.4840966403443024,1.3035279051462703,0.8334164425581436
0.0001,16,1,4,SGD,L1,1.2013374841601494,0.9272210070142162,0.09630123893934517,0.4559363179560276,2.0380363857549106,1.2424807767944097
0.0001,16,1,8,Adam,MSE,1.659399588853768,1.4104444422954494,-0.7242315473165661,0.4396931142204099,1.0261020597623085,0.9496269014573374
0.0001,16,1,8,Adam,L1,1.8651857564449237,1.6312698571631024,-1.17840091703578,0.3284440643681368,1.547332109738359,1.279496871683743
0.0001,16,1,8,SGD,MSE,1.2012178689550075,0.9664711961207813,0.09648118959041452,0.4310016109955033,1.7901926498345901,0.939630221823115
0.0001,16,1,8,SGD,L1,1.217379761169906,0.9385343632948743,0.07200468150964945,0.4015594043329637,2.7236247310074413,1.6783098425031069
0.0001,16,1,16,Adam,MSE,1.4486173632015007,1.215453328879513,-0.3140170587116795,0.4371596478166361,1.3105497312743317,0.8985353151159313
0.0001,16,1,16,Adam,L1,1.6189185275733207,1.3733703294784048,-0.6411323910988305,0.39962646447524214,1.4770161034009537,1.1055770233580138
0.0001,16,1,16,SGD,MSE,1.1570552727087469,0.8980009248237458,0.16169541381330854,0.4026021836746775,2.2694424597937752,1.2463843454743109
0.0001,16,1,16,SGD,L1,1.1990886337362896,0.9248129435645978,0.09968144008438329,0.37690670018734523,2.8738570150068985,1.7451199298658462
0.0001,16,2,4,Adam,MSE,1.31947640404683,1.0354776189609032,-0.09017667805254992,0.6374763340210887,1.0473708866066869,0.876207760985537
0.0001,16,2,4,Adam,L1,1.5979187967634914,1.3539455256162447,-0.598832771926803,0.4578601329132369,1.3119836954984943,1.0656060805986014
0.0001,16,2,4,SGD,MSE,2.3655409478537504,2.0806566995781335,-2.503923137597475,0.23659309935768086,1.2212198543963317,1.1552946283281058
0.0001,16,2,4,SGD,L1,1.638767608355662,1.3849626580866836,-0.6816219708710267,0.4903547785915189,0.9448338169880602,1.0397459807442906
0.0001,16,2,8,Adam,MSE,1.2889977234025833,1.0142623449599788,-0.04039422103432577,0.5919246522131829,1.2212575745571106,0.9143274883071439
0.0001,16,2,8,Adam,L1,1.7160251811256342,1.4413803733437525,-0.843915196139835,0.5091480234185229,0.9203039047619905,1.0783507322119723
0.0001,16,2,8,SGD,MSE,1.9449071305748253,1.6747041510912504,-1.3685980517182719,0.44278532492815975,0.8161147686574486,1.0744381880807312
0.0001,16,2,8,SGD,L1,1.2313669787683532,0.9731369788038096,0.050557568873446534,0.4761382369875927,1.6711427671469798,1.004313541148467
0.0001,16,2,16,Adam,MSE,1.2352328396696333,0.9593892961225553,0.04458668603790783,0.6013061787158673,1.3768464667325737,0.9888709360692548
0.0001,16,2,16,Adam,L1,1.5994967197251055,1.3098878410678882,-0.6019919819945752,0.6364234889200298,0.44816684925113087,0.9973560899673799
0.0001,16,2,16,SGD,MSE,1.454261015931109,1.1938538063593622,-0.3242755325163469,0.5154554191732653,1.0463853559008196,0.890651305173763
0.0001,16,2,16,SGD,L1,1.2069522057441668,0.926350225176778,0.08783421899314658,0.43434560795446,2.470950319518209,1.5386292749234889
0.0001,16,3,4,Adam,MSE,2.024089660122298,1.6138454781853424,-1.5653883798277497,0.3248677217236752,1.492348018892961,0.8887415320365791
0.0001,16,3,4,Adam,L1,2.0017513970478586,1.6904705854341118,-1.5090765478325916,0.42715112451667653,0.9534591958941547,1.1139297438681504
0.0001,16,3,4,SGD,MSE,2.1556138702521914,1.898633773198084,-1.9096152839198477,0.2563279046250473,1.3960552785346971,1.2364926545837662
0.0001,16,3,4,SGD,L1,2.1009564766307403,1.8338249586678397,-1.7639344683921667,0.2787974990972092,1.3473880911307532,1.1408300752980638
0.0001,16,3,8,Adam,MSE,1.6670359377751371,1.3737116274120569,-0.740137456736351,0.47092008049337697,1.0137549319196897,0.8055034803731604
0.0001,16,3,8,Adam,L1,2.239636958259201,1.8505336988528598,-2.140862191481508,0.27268622410531534,1.3462731617238992,1.0241456585453994
0.0001,16,3,8,SGD,MSE,2.054777315469188,1.7907555771004517,-1.6437668676750943,0.3526212746473834,0.9502508131396759,1.008373774430061
0.0001,16,3,8,SGD,L1,1.4675388999269552,1.2178177032374766,-0.3485680751091187,0.5143270069760523,1.1580613584690798,1.0626858977018483
0.0001,16,3,16,Adam,MSE,1.8560773256835368,1.5338352858172164,-1.1571769009395192,0.4741844830379882,0.8784778056616193,0.9228860033855355
0.0001,16,3,16,Adam,L1,2.1757376966873716,1.8643893527866187,-1.9641945422086162,0.20981997394815738,1.5414954922219044,0.9861600032504156
0.0001,16,3,16,SGD,MSE,1.7035368521103222,1.4459404739620445,-0.8171747622911045,0.48657786860506524,0.8310583587195315,0.9761162761449941
0.0001,16,3,16,SGD,L1,1.2148700113893058,0.940475056677821,0.07582704713647193,0.47291546222571507,2.291692121545753,1.4932807261680823
0.0001,32,1,4,Adam,MSE,2.214275651839022,1.9470282353156927,-2.0701316564257266,0.30489518056227094,1.1172034279301408,1.3295033747474951
0.0001,32,1,4,Adam,L1,2.0342294287544576,1.7834997170514262,-1.5911556177079147,0.2866989038543747,1.5012851347729232,1.2764647456500597
0.0001,32,1,4,SGD,MSE,1.5102356548277849,1.273560922302693,-0.4281804012581554,0.470322064995131,1.1504647912760568,1.0090949869486416
0.0001,32,1,4,SGD,L1,1.227098866191989,0.9645517764989683,0.05712799710048022,0.4377750842462732,2.024215261261922,1.2303183779631257
0.0001,32,1,8,Adam,MSE,1.9555864349389416,1.7110351326146156,-1.3946809687923616,0.359875427408128,1.1662430686457048,1.274825782102263
0.0001,32,1,8,Adam,L1,1.8951482701113376,1.6565093066470407,-1.248951125323405,0.3915540591694196,1.257239521735228,1.3759182575412974
0.0001,32,1,8,SGD,MSE,1.2592444896503519,1.0296517677921073,0.00708116563456529,0.43574130778509423,1.6594020983147657,0.9285812378200483
0.0001,32,1,8,SGD,L1,1.1929987724192206,0.9223601554815392,0.10880318824623914,0.4232147519582878,2.5595886817452627,1.5866137806098632
0.0001,32,1,16,Adam,MSE,1.5761045791243202,1.359695173761529,-0.5554773523784,0.4136634061245319,1.3544718907951006,1.0915926316193958
0.0001,32,1,16,Adam,L1,1.7238722781149685,1.4919163516695373,-0.8608175872909762,0.46919113725923334,1.0215195789492615,1.2266777226107897
0.0001,32,1,16,SGD,MSE,1.1305057713351185,0.8873568775857378,0.19972509562145624,0.4140014436382289,2.185269584323379,1.1899897905303642
0.0001,32,1,16,SGD,L1,1.2100294464581913,0.9349836091166289,0.08317698076110258,0.40294264353643555,2.799258950446184,1.7368650855303194
0.0001,32,2,4,Adam,MSE,2.0900709584366504,1.7733058580669196,-1.7353675599809946,0.5781495989283701,0.38998885473127876,2.0436380221174844
0.0001,32,2,4,Adam,L1,2.238120865886877,1.946051426000718,-2.1366113012089833,0.19861874124928608,1.8519760948059545,1.4407006805191842
0.0001,32,2,4,SGD,MSE,2.318669577378301,1.9797406351591786,-2.366443718553793,0.26799421052236094,1.2298443054986816,1.1785266395861942
0.0001,32,2,4,SGD,L1,1.7808043191693232,1.5381657910955975,-0.9857566757286151,0.4472108371124929,0.9869758490208753,1.1416267636463624
0.0001,32,2,8,Adam,MSE,2.2097786152572216,1.9551312187923027,-2.057673881032044,0.4695590592780465,0.5067103934169831,2.0557856853015894
0.0001,32,2,8,Adam,L1,2.1571691277809864,1.8994355061507056,-1.91381532511109,0.3433176875679677,1.1541497469644404,1.47769499750878
0.0001,32,2,8,SGD,MSE,1.8758353120354279,1.6024271299090935,-1.2033477414041691,0.4751983650368414,0.6894903117433737,1.0591527592481291
0.0001,32,2,8,SGD,L1,1.3960131132615388,1.149183799117769,-0.22031690102227341,0.46545217384889254,1.4221740834954477,1.011984407844267
0.0001,32,2,16,Adam,MSE,2.289589466458657,2.0421065504790086,-2.2825312353311316,0.40857297382970537,0.6339574308057409,1.657906620887562
0.0001,32,2,16,Adam,L1,2.3744094145313057,2.0990155849954597,-2.5302449605005886,0.166947662207013,1.7538371426276158,1.573666948900952
0.0001,32,2,16,SGD,MSE,1.4153986594298646,1.1723589002778902,-0.25444374531861214,0.5097786169953626,1.062840981285256,0.9039426961324174
0.0001,32,2,16,SGD,L1,1.1979153620940024,0.9214915841146352,0.10144244659897628,0.44097449650808035,2.3237175468978384,1.4502935924475873
0.0001,32,3,4,Adam,MSE,2.4920303722577257,2.149959835971815,-2.8886628647133343,0.23157281012256406,2.001250574209438,2.375455340747306
0.0001,32,3,4,Adam,L1,2.056615262348089,1.749358623756753,-1.6484985494971807,0.37882870375085625,1.4320836239978552,1.3278077458056852
0.0001,32,3,4,SGD,MSE,2.0629515803658904,1.785063783739501,-1.664843445090587,0.28841350571897145,1.4471248811371642,1.176967406788148
0.0001,32,3,4,SGD,L1,2.2461846814715933,1.965379320093219,-2.1592540638606956,0.26905345983755774,1.250867066190503,1.19340952010487
0.0001,32,3,8,Adam,MSE,2.406954174957847,2.035392956110139,-2.6276825383455122,0.18857533535294482,2.0194039513871345,1.717526845679364
0.0001,32,3,8,Adam,L1,2.442703460368988,2.0706460152732484,-2.7362430986434414,0.22437734946725518,1.5308191859013494,1.261044485506199
0.0001,32,3,8,SGD,MSE,2.1041659855043897,1.8162691431669347,-1.7723855220514886,0.23599545359525986,1.5467302356580437,1.0381350461611822
0.0001,32,3,8,SGD,L1,1.756083105254209,1.4954109925736627,-0.931006608086562,0.458667016788019,0.9825120603178364,1.0586322388436042
0.0001,32,3,16,Adam,MSE,2.1827755299597893,1.8808197877603667,-1.9834020480059915,0.5646598256336672,0.3228010111236001,1.6210580609095273
0.0001,32,3,16,Adam,L1,2.1695700210613844,1.8344170784076035,-1.9474128522802778,0.3662891584472075,1.222938165357828,1.2412118212351992
0.0001,32,3,16,SGD,MSE,2.0224375298093142,1.7452433542097299,-1.5612021757817836,0.3542461536612696,1.0746744155084207,1.0417676960305515
0.0001,32,3,16,SGD,L1,1.2359434066553057,0.9703625059213702,0.043487167953682015,0.49784240896171367,1.7177566382020537,1.154021334493527
